#ID,Tweet,RetweetCount,CreatedDate,Query,HourOfDay,Sentiment,Date
53477,Scented candles make the simplest and best gifts. For the holiday Tonisha will be doing scented Soy… http://t.co/JjkrvMVjiR,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53478,"RT @BritishGQ: The #GQ guide to guy-friendly scented candles. Gentlemen, it's time to light up: http://t.co/57zMQXmkIi http://t.co/4euNYWDE…",8,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53479,"It's December, which means I need to go buy Christmas candles?????????????",0,12/1/2014 0:00,candles,9,Negative,12/1/2015 0:00
53481,RT @LacedPaul: @LacedAriel im in the mood and im drinking hot chocolate and lighting candles and everything ????,1,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53482,"Candles are on sale. “@_ImJustJay: “@Danielle_eeee: @_ImJustJay bet, imma do it.”??????you sound like you going on a mission”",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53483,"That's why they call them crushes. If they were easy, they'd call them something else. -Sixteen Candles (1984)",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53484,@LacedAriel im in the mood and im drinking hot chocolate and lighting candles and everything ????,1,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53485,#advent RT @AnnVoskamp: come? come light the First Sunday of Advent candle with us? when you really need the Hope -&gt; http://t.co/hTpjyVZgH6,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53486,I bloody love candles,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
53487,"@MarsTheSoap THERE ARE PRETTY LIGHTS HANGING FROM EVERYTHING AND CANDLES, TOO.",0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
53488,Christmas candles are lit! #creativeadvent http://t.co/cGmbXUHFKB,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
53489,I want to #win a Old Factory Candle Gift Pack from @itsanniam #madeinUSA #giveaway http://t.co/wXzt0PoIgo,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53490,The vibe &amp; smell in my bedroom is amazing! Spent about 70quid in the last couple weeks on candles ????,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53491,"RT @BritishGQ: The #GQ guide to guy-friendly scented candles. Gentlemen, it's time to light up: http://t.co/57zMQXmkIi http://t.co/4euNYWDE…",8,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53492,"Bath and Body Works ~ Extra 25% Off ($9 3-Wick Candles, 7/$18 HandSoaps, $3.75 Signature… http://t.co/8ycVI9zSHM",0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
53493,December 20th buy 3 get 3 free at bath and body works on the whole store! I'm definitely getting 6 or 12 candles that day!,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53494,@craftsvilla #WinGOSF14 #CraftsvillaGOSF Exotic 50 Red Roses to brighten up my Mom's day :) http://t.co/sR4CWg4mmS,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53495,Hello December. I have missed you! #adventskranz #advent #christmas #love #candles #season… http://t.co/fM6llA1WOu,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53496,A personal favorite from my @Etsy shop #candles http://t.co/9R0RHWZcB1,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53497,Check out this short video for safety tips on candles and other holiday decorations. #firesafety http://t.co/COKvzgICrF,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
53498,"Holiday Candles Can Burn You Candles are very popular during the holidays, both for lighting and adding a sense... http://t.co/P00ioeF3aV",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
53499,@SimonandDuffy Wedding candles? Butterbeer and Cream and a Lilac scent for Herbology ????,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
53500,"I loved receiving @CleanHappens products in a goodie bag at #WMCFW @TargetCanada runway show. Between that and @TOMS candles, I was chuffed!",0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
54401,@SophiiieCollins dont get me started with scented candles,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
54402,Every year I struggle to find purple or blue candles for my advent wreath. Every. Single. Year.,0,12/1/2014 0:00,candles,9,Negative,12/1/2015 0:00
55201,"RT @VogueParis: With the month of festivities upon us, we're reviving the Christmas spirit with 11 gorgeously scented festive candles http:…",1,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55401,RT @CaraSomerville: I'm obsessed with candles,1,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55402,RT @Tosh599: Lighting candles and pinning red ribbons to a Christmas tree #worldaidsday at DYMK,1,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55403,Don't know why but my parents seem to be buying a lot more yankee candles than usual recently. I love candles and even I think it's a lot,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55404,"Christmas music, candles, bed and all i need is you??",0,12/1/2014 0:00,candles,9,Negative,12/1/2015 0:00
55405,Lemne open my windows an light some candles,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55406,I'm obsessed with candles,1,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55407,@RevDaniel @KaraNSlade Is there a religious school's bookstore near by? Ours is always well stocked this time of year with purple candles,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55408,Lighting candles and pinning red ribbons to a Christmas tree #worldaidsday at DYMK,1,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55409,RT @cogreenville: #advent RT @AnnVoskamp: come? come light the First Sunday of Advent candle with us? when you really need the Hope -&gt; http…,1,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55410,RT @EdmBabesDaily: Best friend goals https://t.co/gaP5TGnAIX,30,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55411,"RT @BritishGQ: The #GQ guide to guy-friendly scented candles. Gentlemen, it's time to light up: http://t.co/57zMQXmkIi http://t.co/4euNYWDE…",10,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55412,"Srsly, Myungsoo. He is so sweet. Cake with candles to congratulate Woohyun and Sungyeol? He's the best ??",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55413,My parents forgot candles for my birthday http://t.co/zlXEJEhZHS,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55414,RT @University_Edm: Can all of our followers please RETWEET this! #HelpFindShane http://t.co/lCfGjulsvR,34,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55415,"RT @life_cheates: Put your candles in freezer before using, it will help them burn longer.",3,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55416,@phil500 Chanukah starts in a little over 2 wks - haven't bought candles yet,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55417,Beautiful centerpiece with branches and candles for #Christmas http://t.co/QGMT9mN447 via @Shareaholic #DIY #HOlidays #Decor,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55418,Big $22.00 candles on bath and body works are now $12.00. You're welcome.,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55419,Candles never make sex more romantic. They make it sweatier.,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55422,"I've watched Pretty in Pink, The Breakfast Club, &amp; Sixteen Candles way too many times to count &amp; they're still all my favorites",0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55423,I limited myself to $60 .... all spent on candles...,0,12/1/2014 0:00,candles,9,Negative,12/1/2015 0:00
55424,Small or Large Status &amp; Square candles BUY ONE GET ONE FREE! ( While supplies last ) http://t.co/TVnWN4cJyV,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55425,Room smelling like caramel?? #candles,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55426,If you look good in sweats and hoodie then we got something here,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55427,New sale event (Archipelago Candles) on Salevent http://t.co/nB65hjbe53 #HomeAppliances Archipelago&amp;#8 ... http://t.co/T5Oq9fE1Wt,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55429,Happy BEST MONTH of the year! Enjoy 25 days of Christmas with us! Day 1 :: our Ella B. soy candles make the best... http://t.co/4nCX76G7Bs,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55430,RT @cbvictoria: Candles By Victoria Cyber Monday Sale!: http://t.co/irOeNikW3z via @YouTube,1,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55431,My room smells like laundry detergent and Christmas candles ??,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55432,Dragons can't blow out their candles and thats very sad to think about.,0,12/1/2014 0:00,candles,9,Negative,12/1/2015 0:00
55433,Mystification ought matched occupy by way of radiation sweet-scented candles?: wIWS,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55435,#WhatILearnedToday Why Do Trick Candles Keep Relighting? http://t.co/21PezU5g7k via @sharethis,0,12/1/2014 0:00,candles,9,Negative,12/1/2015 0:00
55436,"@yankee_candles hi, I have just tracked my parcel - I ordered from you last week-and it says it's been damaged, what happens now? Thanks",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55437,“Many candles can be lit from a single candle &amp; the life of the candle cannot be shortened. Happiness doesn't decreases by being shared.”,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55438,"Dear eyelashes, wishbones, dandelions, pennies, shooting stars, 11:11, birthday candles, DO YOUR JOB",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55439,"RT @adamzopf: Yeah, I listen to Taylor Swift. But only at the gym. I just go there, light a few candles, watch people work out and listen t…",6,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55440,LOVE scented candles .. Wait scented SOY candles.. https://t.co/xCNsD6BLK5 #WOW #Love http://t.co/CJohZzkpdM,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55441,Limited time sale for Jewelry In Candles!!! Buy 3 candles/tarts GET ONE FREE (select scents/while supplies last... http://t.co/9BnF5jC5Ll,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55442,"RT @adamzopf: Yeah, I listen to Taylor Swift. But only at the gym. I just go there, light a few candles, watch people work out and listen t…",6,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55443,"Dim the lights, light up some candles and enjoy every moment of this year’s festive season! ZAIRA Lights &amp; candles http://t.co/ghH04PNR3z",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55444,Question determine built candles against graphic arts?: bsm,0,12/1/2014 0:00,candles,9,Negative,12/1/2015 0:00
55445,Hey Dolls! Have you shopped our #AlikayNaturals NEW Soy Candles?! With the same great smell from our… http://t.co/MjKuYtzk0v,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55446,I liked a @YouTube video from @chrismolloy1980 http://t.co/Rqp6p6qiGo sickbeats hard rap instrumental w/hook - blow the candles out.,0,12/1/2014 0:00,candles,9,Negative,12/1/2015 0:00
55447,Super Realistic Food-shaped Candles Are Gourmet Treats for the Deceased http://t.co/50ovwKh2Go http://t.co/Dq3os4AbUJ,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55448,Candles By Victoria Cyber Monday Sale!: http://t.co/irOeNikW3z via @YouTube,1,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55449,You know you are getting old when the candles on your birthday cake start to cost more than the cake itself.,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55450,#cybersale #cyberweek #cyberdeals #cybersales #cybermonday #candle #candles #scentedcandle #soywax… http://t.co/4LHSYKKyLa,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55451,"Someone sent me a very romantic picture last night with a bath full of roses, bubbles, candles and it had me like ?????? #wishfulthinking",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55452,"All Advent calendars, candles and boxes 30 % off! http://t.co/AoDJUFlkgF",0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55453,"""Blow the candles out, looks like a solo tonight. But I think I'll be alright... ?"" http://t.co/MvvuijhDgj",0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55454,"RT @thejokerxo: Like socks would be cheaper than those candles LOL ""@Jessieexo__: Ya'll don't know how upset I'm about the socks lol )):""",1,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55455,Candles at Bath and Body Works are on sale for $9 today! Free shipping online! How many candles are too many candles? ?? I want them all. ??,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55456,RT @shrtcke76: Loving my new candles! Yankee Candle has some great sales going on. ??#yankeecandle #holidays http://t.co/8fGsZbuQz7,1,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55457,This gorgeous and HUGE vintage Christmas tablecloth can be yours at 25% off in today's Cyber Monday/Monday... http://t.co/MJ697DHHkm,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55458,@KaraNSlade if only I was Lutheran! Red candles are ALWAYS available,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55459,Super Realistic Food-shaped Candles Are Gourmet Treats for the Deceased http://t.co/Uy91N2fZVP http://t.co/EpwgU5ETjU,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55460,RT @chrisricewriter: .@timothyjcandles are some of the best candles ever! They inspired THE FLAME!,1,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55461,"@deasia___m @Astrid_x33 Candles dripping on your body, baby this ain't truth or dare",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55462,"Like socks would be cheaper than those candles LOL ""@Jessieexo__: Ya'll don't know how upset I'm about the socks lol )):""",1,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55463,"""Candles in her hair, food in her hands"" -the headline of an article about Lindsborg's 1st St. Lucia but also the American dream, kind of",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55464,RT @merculeez: I feel so relaxed when there are candles lit in my room,2,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55465,the christmas yankee candles ????,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55467,"Dec 1 - creche is up, Advent Candles are out, going to trim the first tree.",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55468,scented candles are a blessing... dont you think? ?? #aromatherapy #figs #pine #fusion #relaxation,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55469,Super Realistic Food-shaped Candles Are Gourmet Treats for the Deceased http://t.co/uaGhfvt2Ve http://t.co/cWffj0dMKi,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55470,Here's to turning 29 today!???? #happybirthday #cake #candles #presents #friends #memories http://t.co/gpsLzUwMJ3,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55471,"""Ahh~ girl look at dem candles"" ##CandleGirlBot",0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55472,RT @tanyashands: Book any massage during December and you'll receive one of these Christmassy candles for free! #gifts #BeckBromFL http://t…,1,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55473,"RT @vapidaccount: Rain cascading Candles flickering Head in lap Hands in hair Knowing smiles, glances Of where the night leads",53,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55474,RT @TeddyBearJokes: My Boyfriend is not allowed to have candles on her birthday cake. Wtf you wishing for? Your wishes came true the day yo…,11,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55475,RT @taliacampana: Diamond candles make great gifts for Xmas! Who doesn't love candles and diamonds!,4,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55476,"Damn you, @LUVBBW and your Cyber Monday coupon off my favorite candles.",0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55477,#CyberMonday #CyberMondaySale #Monday #Shop #Save #buyacandle #bestcandles #candles 20% off Use Code:… http://t.co/OfX4uCjKLF,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55478,Tea on house all clean yankee candles lit! Love wintery nights with my love happy december x,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55479,"Might crack out the Netflix, light a few candles and put on my jammies ? #625maybe",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55480,"RT @misfitmimes: We ? @JohnnyGWeir!! http://t.co/dMz1nJNYpB Pls RT, &amp; pls add more candles to keep the light shining for him... http://t.co…",12,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55481,I have this thing about candles?? http://t.co/1OiAY4yi8c,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55482,"Sweet, sticky and irresistible... 20% OFF Cinnamon soy candles &amp; tarts! http://t.co/tTsAldrITZ #scentofthemonth #cinnamon #JICScents",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55483,"RT @Chantel__Martin: Follow &amp; RT @Chantel__Martin For a Chance to win £50 worth of our Handcrafted Scented Candles, Free delivery UK Only.…",960,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55484,"If you live in Toronto and know where to purchase blue or purple-ish candles for an advent wreath, let me know",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55485,The attention one gets is in direct proportion to the energy they put out Example: Candles need candlesticks The law of attraction @HMinott,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55486,We got the crystals we got the candles,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55487,$9 three wick candles online at bath and body works. you're welcome,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55488,@RevDaniel If you don't mind going to a new age/occult shop - they normally sell proper (coloured through rather than dipped) colour candles,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55489,Romantic Gift Set Of 3 Scented Soy Candles by FableCandles via @Etsy http://t.co/AIrwEEQ7eq via @Etsy,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55490,Where the candles at?,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55491,Very cozy in our #Bedale office tonight with candles on and the chill out music playing while getting more great... http://t.co/uFqYFeMiB4,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55492,Mum has bought another huge box of Yankee Christmas candles to get us feeling festive this year,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55493,"@Harley__Ann A candle lit bedroom, aromatherapy candles, and my hands giving you a full body massage.That ought to do it, what do you think?",0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55494,Share your #Thanksgiving weekend using #VanceKitira #candles with us and you could be this weeks winner! Hash-tag #VanceKitira to be entered,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
55495,@LUVBBW 3 wick candles have gone from $10 to $11 and now $12!? I won't pay $12 for these when I can get others for less #bahhumbug,0,12/1/2014 0:00,candles,9,Negative,12/1/2015 0:00
55496,"RT @BritishGQ: The #GQ guide to guy-friendly scented candles. Gentlemen, it's time to light up: http://t.co/57zMQXmkIi http://t.co/4euNYWDE…",10,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55497,I have a candle obsession.. Just bought 2 more candles on top of the 10 I already have. But they were only 9 dollars so its okay right?,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55498,Book any massage during December and you'll receive one of these Christmassy candles for free! #gifts #BeckBromFL http://t.co/FJqJCVjqYR,1,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
55499,Enter for a chance to win a set of Old Factory scented candles: http://t.co/xaNVVIm58u #giveaway #stockingstuffers #stockingstuffer,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
56101,"@bemyfirecracker @Sarahsumbrella Lucky break, someone knew you were there to light candles for your grandma.",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
56301,"I feel so random today. A bottle of wine, some Amos Lee, and some candles would make me feel happy right now.",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
56500,could really do with a cuppa and a bath with a bath bomb and candles,0,12/1/2014 0:00,candles,9,Negative,12/1/2015 0:00
56900,Matching Chalices for the King and Queen of the Household! Browse and buy &gt; http://t.co/0NSC2kMei2 http://t.co/RonqXOGh3S,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
56901,I don't have no more gucci candles stop hmu,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
57599,RT @Kelly_ann_530: #fieryverse Our bedroom Home w/ Burning candles Flickering in Quiet corners Hearing him Breathing Feeling his ??b…,12,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
57699,Gezellig hoor #kerstster #kerst #christmas #ikea #white #candles kaarsen op batterij #veilig http://t.co/J0SpMHC5EX,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
57799,Love me and buy me Peach Bellini candles from Bath &amp; Body Works,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
58598,candles came out to be $9 with the code :') dude they're originally $22 ok I'm so happy,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
58599,my nana bought me a candle today bc i said that im rlly into scented candles rn aw i love her http://t.co/cp7drhtWQM,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
58998,Candles And More is out! http://t.co/Ikf70MnUZG Stories via @Squicky_Clean @MaryOhEnterprs @KissesForUsAll,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
59397,"RT @SilverRavenWolf: Candles dressed with Mars oil or encircled with Mars herbs are heightened, as Mars is exalted in Capricorn.",3,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
59398,I may have hated working there but I do fucking love their candles fuck,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
59497,@DCXXII I love candles!!!!???? What scents did you get??,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
59498,I need some candles,0,12/1/2014 0:00,candles,9,Negative,12/1/2015 0:00
59499,candles make everything better,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
59500,all I want is my huge comfy bed with lots of pillows and yummy candles and no obligations #pleaseandthanks,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
59797,I don't know what scent I like more... Fall candles or Christmas ones?! #BalsamFur,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
60197,Super Realistic Food-shaped Candles Are Gourmet Treats for the Deceased http://t.co/MVxj5wCLlo http://t.co/nnFWlXzwKD,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
60596,"#Trending today; #sharks, #space and #candles - http://t.co/eyLsSYK9cc",0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
60796,The month of cakes n candles is here... Finally... Its December:)- feeling excited.,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
61695,"Best Offer Battery Candles,Electric Candles With 50% off @ http://t.co/suXYe2u1S3: You will have the same f... http://t.co/PkjLroeHEq",0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
61795,RT @Just____M_: I need some candles,1,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
62295,Lowkey addicted to candles.,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
62394,@aeryncricton Or either #1 (chocolate countdown calendar) or #2 (wreath with candles) http://t.co/yP63WzD978,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
62894,Some people have a fireplace; my heating system are candles http://t.co/oPJsmg1Jjp,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
63194,get so excited by candles i've dipped my hands in the wax and now i cant get it off lol amazing,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
63593,why yes I did need six candles and five bottles of soap from bath &amp;body works they were 25% off and I had a $15 off $40 coupon #logic,0,12/1/2014 0:00,candles,9,Neutral,12/1/2015 0:00
63693,Love this advent calendar #candles #yankeecandle #advent http://t.co/ITSIEM8Mvr,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
64193,old money is such a good song its so slow and nice and relaxing its like a bath song w a bath bomb and candles and flowers w the lights off,0,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
64194,RT @DCXXII: candles came out to be $9 with the code :') dude they're originally $22 ok I'm so happy,1,12/1/2014 0:00,candles,9,Positive,12/1/2015 0:00
64292,Cock-a-doodle-doo baby...Wonderful #Vintage #1950's Rooster #Cocktail shaker and matching glasses http://t.co/VKmqFJxYbt via @Etsy,0,12/1/2014 0:00,cocktail glasses,9,Positive,12/1/2015 0:00
64293,We think Amanda in VA made a fab choice when picking out this #pineapple glasses/cocktail napkin… http://t.co/K9hu9bngoE,0,12/1/2014 0:00,cocktail glasses,8,Neutral,12/1/2015 0:00
64294,Transform your dining table into a glorious cocktail spread. Keep your glasses on a festive tray so http://t.co/XhdDvJHCzt,0,12/1/2014 0:00,cocktail glasses,7,Positive,12/1/2015 0:00
64295,Got cocktail glasses? http://t.co/1rOERiIhaw http://t.co/D8LQsCzIcn,0,12/1/2014 0:00,cocktail glasses,6,Neutral,12/1/2015 0:00
64296,@CookSuck someone tell them glasses of crushed ice tinted various colours by bargain-bin novelty spirits does not constitute a cocktail menu,0,12/1/2014 0:00,cocktail glasses,2,Positive,12/1/2015 0:00
64297,Some lovely drinking glasses that turn your cocktail into conceptual art http://t.co/nhnTnQiAFS via @FastCoDesign,0,12/1/2014 0:00,cocktail glasses,1,Positive,12/1/2015 0:00
64298,"RT @nothingbtstring: Highball Cocktail Glasses - Hand Painted Feathers in Natural Brown, Gold Accents Set of 4 - Hand Painted Mens ... http…",1,11/30/2014 0:00,cocktail glasses,22,Positive,11/30/2015 0:00
64299,Hand Painted Cocktail Glasses With Blue and by ipaintitpretty http://t.co/MFG8eUQOc0 via @Etsy #handpaintedmartiniglasses #christmasgifts,0,11/30/2014 0:00,cocktail glasses,21,Neutral,11/30/2015 0:00
64300,"Highball Cocktail Glasses - Hand Painted Feathers in Natural Brown, Gold Accents Set of 4 - Hand Painted Mens ... http://t.co/dMmVbO1Cpg",0,11/30/2014 0:00,cocktail glasses,21,Positive,11/30/2015 0:00
64301,"#Highball #Cocktail #Glasses, hand #painted #feathers - HandPaintedPetals http://t.co/RvYbQYYnwS #handpainted #mens #man #masculine #rustic",0,11/30/2014 0:00,cocktail glasses,21,Neutral,11/30/2015 0:00
64302,I can deal with someone who has a couple of glasses of wine or beers with a meal or a cocktail or two. Beer instead of coffee in the am? No.,0,11/30/2014 0:00,cocktail glasses,20,Positive,11/30/2015 0:00
64303,Retro Cocktail Shaker with 6 Shot Glasses by LadyLuxeVintage http://t.co/cfsxT0wxUS via @Etsy,0,11/30/2014 0:00,cocktail glasses,18,Neutral,11/30/2015 0:00
64304,Deep Eddy Vodka 1.75 Liter Party Packs Come With 2 Deep Eddy Glasses To Enjoy Your Cocktail With (Deep Eddy 80... http://t.co/HY7BHVQqUM,0,11/30/2014 0:00,cocktail glasses,18,Positive,11/30/2015 0:00
64305,#martini time! Wonderful #Vintage #1950's Rooster #Cocktail shaker and matching glasses http://t.co/VKmqFJxYbt via @Etsy,0,11/30/2014 0:00,cocktail glasses,17,Positive,11/30/2015 0:00
64306,RT @BitsnBaubles: Vintage Blendo Cocktail Shaker Bar Set Roly Poly Glasses http://t.co/T0Fh9VBRIn,3,11/30/2014 0:00,cocktail glasses,16,Neutral,11/30/2015 0:00
64307,RT @BitsnBaubles: Vintage Blendo Cocktail Shaker Bar Set Roly Poly Glasses http://t.co/T0Fh9VBRIn,3,11/30/2014 0:00,cocktail glasses,16,Neutral,11/30/2015 0:00
64308,RT @BitsnBaubles: Vintage Blendo Cocktail Shaker Bar Set Roly Poly Glasses http://t.co/T0Fh9VBRIn,3,11/30/2014 0:00,cocktail glasses,16,Neutral,11/30/2015 0:00
